facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
51318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,Critical Access Hospitals,Voluntary non-profit - Private,5,West,Pacific,39.1,72.2,24419,18.9,22.2,,,,,11.3,17.8,,,,,,,,,,,,,
51319,MERCY MEDICAL CENTER OF MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,Critical Access Hospitals,Voluntary non-profit - Other,3,West,Pacific,54.1,85.8,28257,11.9,31.6,2,,,10,12,16.6,,,,,,,,,,,,,
51320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,Critical Access Hospitals,Voluntary non-profit - Private,2,West,Pacific,33.3,57.2,31246,13.6,10,,,,,13.1,16.3,,,,,,,,,,,,,
51321,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,Critical Access Hospitals,Voluntary non-profit - Private,3,West,Pacific,47.3,72.5,41132,9.4,42.8,2.7,,,,10.8,18.9,,,,,,,,,,,,,
51323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,43.8,58.4,19735,29.4,12.4,,,,,,,,,,,,,,,,,,,
51324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,Critical Access Hospitals,Government - Hospital District or Authority,2,West,Pacific,44.1,63,33167,9.7,29.2,3.2,,,10.2,12.1,16.5,,,,,,,,,,,,,
51325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,CA,95437,MENDOCINO,Critical Access Hospitals,Government - Hospital District or Authority,2,West,Pacific,47.7,69,26445,15.8,23.2,2.4,,,10.3,12.5,23.3,,,,,,,,,,,,,
51326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,Critical Access Hospitals,Government - Hospital District or Authority,,West,Pacific,43.3,78.7,34696,11.4,26.6,,,,,,,,,,,,,,,,,,,
51327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,PLUMAS,Critical Access Hospitals,Voluntary non-profit - Other,,West,Pacific,60.4,89,32616,9.5,22.5,,,,,,,,,,,,,,,,,,,
51328,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NEVADA,Critical Access Hospitals,Government - Hospital District or Authority,2,West,Pacific,42.5,84,47001,6.5,57.1,3.7,,,8.8,13,15.5,,,,,,,,,,,,,
51329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,Critical Access Hospitals,Voluntary non-profit - Private,4,West,Pacific,48.4,65.1,25576,13.5,25.1,,,,8.6,9.9,15.2,13.3,,,,,,,,,,,,
51330,MODOC MEDICAL CENTER,1111 N NAGLE STREET,ALTURAS,CA,96101,MODOC,Critical Access Hospitals,Government - Hospital District or Authority,,West,Pacific,46.2,80.8,27026,17.5,15.8,,,,,,17.1,,,,,,,,,,,,,
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,Santa Barbara,Critical Access Hospitals,Voluntary non-profit - Private,4,West,Pacific,52.4,77.4,48897,6.9,43,,,,,,16.5,,,,,,,,,,,,,
51332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,Critical Access Hospitals,Voluntary non-profit - Other,2,West,Pacific,41.1,76.2,17951,38.2,16,2.3,,,7.9,9.9,17.2,14.1,,,,,,,,,,,,
51333,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,KERN,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,37.7,67.4,36059,11.7,31.6,,,,,,,,,,,,,,,,,,,
51334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,50.7,74.4,36481,8.3,39.8,,,,,,20.1,,,,,,,,,,,,,
51335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,Critical Access Hospitals,Government - Hospital District or Authority,,West,Pacific,40.6,64.6,31643,15.7,31.6,,,,,,,,,,,,,,,,,,,
51336,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,Critical Access Hospitals,Voluntary non-profit - Other,,West,Pacific,30.8,15.4,22974,16,10.5,,,,,,,,,,,,,,,,,,,
51337,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,Critical Access Hospitals,Government - Hospital District or Authority,,West,Pacific,35.1,30.4,33927,9.9,18.8,,,,,,,,,,,,,,,,,,,
53300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,MADERA,Childrens,Voluntary non-profit - Private,,West,Pacific,43.7,55.7,39380,8.3,31.3,,,,,,,,,,,,,,,,,,,
53301,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,OAKLAND,CA,94609,ALAMEDA,Childrens,Voluntary non-profit - Private,,West,Pacific,34.2,42.5,49615,12.3,61.6,,,,,,,,,,,,,,,,,,,
53302,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD, MS 108",LOS ANGELES,CA,90027,LOS ANGELES,Childrens,Voluntary non-profit - Private,,West,Pacific,37.9,57.1,37393,13,55.5,,,,,,,,,,,,,,,,,,,
53303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,Childrens,Voluntary non-profit - Other,,West,Pacific,34.2,46.5,42079,11.2,47.1,,,,,,,,,,,,,,,,,,,
53304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,ORANGE,Childrens,Voluntary non-profit - Other,,West,Pacific,33.4,28.1,33055,14.8,29.6,,,,,,,,,,,,,,,,,,,
53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,Childrens,Voluntary non-profit - Private,,West,Pacific,41.8,63.4,72540,7.5,80.8,,,,,,,,,,,,,,,,,,,
53306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,ORANGE,Childrens,Voluntary non-profit - Private,,West,Pacific,43.1,60.5,44259,5.2,46.4,,,,,,,,,,,,,,,,,,,
53308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,Childrens,Proprietary,,West,Pacific,34.9,54.7,36076,18,34.5,,,,,,,,,,,,,,,,,,,
53309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,Childrens,Voluntary non-profit - Other,,West,Pacific,33.7,10,25300,21.1,18.9,,,,,,,,,,,,,,,,,,,
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,Childrens,Voluntary non-profit - Private,,West,Pacific,34.4,44.9,30475,25,40.9,,,,,,,,,,,,,,,,,,,
54009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA-RM-4230C,LOS ANGELES,CA,90095,LOS ANGELES,Psychiatric,Government - State,,West,Pacific,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,CA,90026,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,35.2,28,33351,16.4,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54032,BHC ALHAMBRA HOSPITAL,4619 N ROSEMEAD BLVD,ROSEMEAD,CA,91770,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,41.8,4.2,22334,12.5,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,42.5,39.8,49458,6.2,55.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,90703,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,45,13,40748,4.3,53.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54069,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,39.6,23,35186,9.3,31.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,37.9,26,30633,18.3,22.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,35.7,57.1,37080,13.4,37.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,93001,VENTURA,Psychiatric,Proprietary,,West,Pacific,38.8,49.4,33274,14.2,34.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54078,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,42.7,39.3,48556,6.4,56.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54087,"BHC SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,Psychiatric,Proprietary,,West,Pacific,31.5,15.2,24789,22,14.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54089,JEWISH HOME & REHAB CENTER,302  SILVER AVENUE,SAN FRANCISCO,CA,94112,SAN FRANCISCO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,42.3,14.4,34211,8.6,33.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,SAN BERNARDINO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,38.8,60.4,42107,8.5,50.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,SAN DIEGO,Psychiatric,Proprietary,,West,Pacific,44,56.6,52015,5.2,60.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,CA,95826,SACRAMENTO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,33.7,46.3,33727,15.8,35.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54104,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,CA,95841,SACRAMENTO,Psychiatric,Proprietary,,West,Pacific,35.3,57,30538,15.2,25.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54110,BHC FREMONT HOSPITAL INC,39001 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,Psychiatric,Proprietary,,West,Pacific,36.2,17.9,50219,4.5,49.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54111,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,CA,91710,SAN BERNARDINO,Psychiatric,Proprietary,,West,Pacific,37.5,22.7,31046,9.1,23.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,Psychiatric,Government - State,,West,Pacific,43,57.9,40722,6.3,36.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,Psychiatric,Voluntary non-profit - Private,,West,Pacific,35.1,34.5,30872,14.7,18.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54124,SEMPERVIRENS,720 WOOD ST,EUREKA,CA,95501,HUMBOLDT,Psychiatric,Government - Local,,West,Pacific,38.2,65.1,26085,19.2,28.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54125,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,SANTA BARBARA,Psychiatric,Government - Local,,West,Pacific,46.9,64.6,43088,9.1,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54130,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,CA,92506,RIVERSIDE,Psychiatric,Proprietary,,West,Pacific,38.8,50.5,38475,9.2,38.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54131,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,CA,94524,CONTRA COSTA,Psychiatric,Voluntary non-profit - Private,,West,Pacific,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,11401 S NORWALK BLVD,NORWALK,CA,90650,LOS ANGELES,Psychiatric,Government - State,,West,Pacific,35.3,11.7,29859,9.8,20.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54135,NEWPORT BAY HOSPITAL,1501 E 16TH ST,NEWPORT BEACH,CA,92663,ORANGE,Psychiatric,Proprietary,,West,Pacific,43.3,79.6,56992,8.2,59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54144,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,SAN FRANCISCO,Psychiatric,Government - State,,West,Pacific,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54145,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,Psychiatric,Voluntary non-profit - Private,,West,Pacific,34.2,46.5,42079,11.2,47.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,CA,94601,ALAMEDA,Psychiatric,Proprietary,,West,Pacific,33.6,10.9,26279,23,21.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54147,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,Psychiatric,Voluntary non-profit - Private,,West,Pacific,37.5,28.3,29156,12.7,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,Psychiatric,Voluntary non-profit - Private,,West,Pacific,44,68.2,39417,9.8,51.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54149,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,ALAMEDA,Psychiatric,Proprietary,,West,Pacific,36.6,14.5,35963,15.1,24.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,3840 HOMESTEAD ROAD,SANTA CLARA,CA,95051,SANTA CLARA,Psychiatric,Proprietary,,West,Pacific,35.2,27.8,63964,3.8,67.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",1287 FULTON ROAD,SANTA ROSA,CA,95401,SONOMA,Psychiatric,Proprietary,,West,Pacific,37.9,51.2,36429,12.1,27.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,CA,95062,SANTA CRUZ,Psychiatric,Proprietary,,West,Pacific,41,69.6,41331,11.3,45.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,CA,90806,LOS ANGELES,Psychiatric,Proprietary,,West,Pacific,33.7,10,25300,21.1,18.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54154,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,CA,95138,SANTA CLARA,Psychiatric,Proprietary,,West,Pacific,38.6,21.9,61498,5.3,54.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54155,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,BAKERSFIELD,CA,93309,KERN,Psychiatric,Proprietary,,West,Pacific,31.6,35.7,27367,19.8,20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54157,GLENDORA  HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,Psychiatric,Voluntary non-profit - Private,,West,Pacific,38.8,38.1,35764,8.7,31.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60001,NORTH COLORADO MEDICAL CENTER,1801 16TH ST,GREELEY,CO,80631,WELD,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,28,42.4,23304,23.9,16.6,3.2,12.4,3.2,9.7,11.6,16.8,13.4,0.44,141.05,0.19,0.06,1.96,0.96,4.14,3.86,5.43,1.51,0.75,0.96
60003,CENTURA LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,80501,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,37.2,60.7,33251,10.3,34,2.4,12.5,,8.2,12.6,15.5,11.1,1.42,,0.18,0.07,2.26,0.87,10.84,2.87,3.78,0.77,0.92,1.09
60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,4,West,Mountain,34,55.8,38101,8.2,20.7,2.6,12.6,,9.3,13.1,18.1,13.4,0.22,,0.18,0.07,2.31,0.9,5.32,3.55,3.89,0.77,0.97,0.93
60006,MONTROSE REGIONAL HEALTH,800 S 3RD ST,MONTROSE,CO,81401,MONTROSE,Acute Care Hospitals,Voluntary non-profit - Private,4,West,Mountain,45.4,75.2,25743,15.2,24.8,2.3,11,,9.3,14.4,19,15.5,0.26,,0.18,0.07,2.3,0.89,5.25,3,3.83,0.78,1.34,0.91
60008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,CO,81101,ALAMOSA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,31.9,45.8,22745,19.6,25,3.3,,,,11.2,16.8,,0.25,,0.18,0.07,2.33,0.9,8.86,3.51,4.67,0.77,0.97,1.04
60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,4,West,Mountain,42.9,74,33879,12.2,36.8,2.6,11.2,,7.7,10.3,17.7,17.2,1.24,151.3,0.23,0.05,2.27,1.72,13.48,4.94,6.55,0.72,0.8,1.49
60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,5,West,Mountain,35.8,75.1,33515,13,46.6,2.1,12.4,,8.1,11.5,12.2,14.1,0.44,140.61,0.22,0.04,2.52,0.75,3.08,2.59,3.11,0.69,1.41,0.76
60011,DENVER HEALTH & HOSPITAL AUTHORITY,777 BANNOCK ST,DENVER,CO,80204,DENVER,Acute Care Hospitals,Government - State,3,West,Mountain,32.6,41.3,31958,21.3,38.3,,,,7.2,11.5,14.1,13,0.78,157.99,0.18,0.06,3.09,0.88,4.89,2.64,3.61,0.76,1.74,0.95
60012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",1008 MINNEQUA AVE,PUEBLO,CO,81004,PUEBLO,Acute Care Hospitals,Voluntary non-profit - Church,4,West,Mountain,37.2,43.9,21466,26.3,17.7,2.2,,,,,,,0.23,,0.18,0.07,2.32,0.9,4.79,2.96,3.87,0.79,1.41,0.9
60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,Acute Care Hospitals,Voluntary non-profit - Church,5,West,Mountain,40.5,82.5,35914,10.2,54.9,2.2,11.4,,7.6,9.1,12.9,15.2,0.12,,0.2,0.06,2.21,1.24,3.54,2.65,3.61,0.76,0.92,0.82
60014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,DENVER,Acute Care Hospitals,Government - State,3,West,Mountain,34.9,82.8,49115,9.7,70.4,3.7,,,,11.7,15.3,,0.07,135.03,0.17,0.05,2.31,0.67,9.16,3.67,3.39,0.69,0.77,0.89
